Time	Iteration	AverageReturn	StdReturn	MaxReturn	MinReturn	EpLenMean	EpLenStd	TimestepsThisBatch	TimestepsSoFar
105.2531008720398	55	63.658226	38.745808	185.0	31.0	63.65822784810127	38.74580780130843	5029	281695
107.0104169845581	56	64.31645	37.686092	200.0	31.0	64.31645569620254	37.686093296390375	5081	286776
108.74766397476196	57	59.845238	34.517246	188.0	30.0	59.845238095238095	34.517246913204424	5027	291803
110.42586994171143	58	55.655556	29.18834	174.0	28.0	55.65555555555556	29.188339038089666	5009	296812
112.28781986236572	59	54.0	29.730692	199.0	29.0	54.0	29.730690851284024	5022	301834
113.97675895690918	60	59.10588	33.139996	200.0	29.0	59.10588235294118	33.139996637939326	5024	306858
115.64637589454651	61	65.97369	43.23831	200.0	30.0	65.97368421052632	43.23831563622908	5014	311872
117.5248498916626	62	60.26506	36.674763	200.0	31.0	60.265060240963855	36.674762123340344	5002	316874
119.28196406364441	63	57.238636	29.712637	197.0	31.0	57.23863636363637	29.712636704921994	5037	321911
120.97210001945496	64	57.170456	34.6086	200.0	29.0	57.17045454545455	34.60859772017677	5031	326942
122.61642503738403	65	63.1625	37.389652	200.0	29.0	63.1625	37.389652228256956	5053	331995
124.31927108764648	66	63.55	34.527126	200.0	31.0	63.55	34.52712701630415	5084	337079
126.01389694213867	67	58.162792	35.966347	200.0	31.0	58.16279069767442	35.966347470260885	5002	342081
127.77655291557312	68	59.129414	31.1164	166.0	31.0	59.129411764705885	31.11639939675999	5026	347107
129.64617776870728	69	61.09756	37.669163	200.0	30.0	61.09756097560975	37.66916632488879	5010	352117
131.35966086387634	70	60.421688	31.665846	190.0	31.0	60.42168674698795	31.665845871305038	5015	357132
133.49804401397705	71	63.0625	34.976543	200.0	31.0	63.0625	34.976543479166146	5045	362177
135.24222898483276	72	65.960526	42.437397	200.0	30.0	65.96052631578948	42.4373968611951	5013	367190
137.24599504470825	73	58.929413	32.27776	200.0	32.0	58.92941176470588	32.277760777824255	5009	372199
139.0607249736786	74	71.08451	46.30236	200.0	29.0	71.08450704225352	46.30235794770668	5047	377246
140.98750185966492	75	63.0625	37.19454	188.0	31.0	63.0625	37.19453714929116	5045	382291
142.96495699882507	76	63.55696	32.95173	177.0	33.0	63.55696202531646	32.95172796047024	5021	387312
144.67987394332886	77	66.746666	40.248257	200.0	34.0	66.74666666666667	40.248260693959054	5006	392318
146.39574193954468	78	70.40278	47.50867	200.0	33.0	70.40277777777777	47.50867164184702	5069	397387
148.1640260219574	79	62.8125	35.347595	182.0	32.0	62.8125	35.3475931818561	5025	402412
149.9249930381775	80	58.244186	29.23638	177.0	33.0	58.24418604651163	29.236380668099766	5009	407421
151.66703295707703	81	59.82143	34.18373	200.0	33.0	59.82142857142857	34.18373350081032	5025	412446
153.3740849494934	82	64.29487	37.333256	200.0	32.0	64.2948717948718	37.333256286902746	5015	417461
155.13415694236755	83	67.0	40.14806	200.0	32.0	67.0	40.14805931382819	5025	422486
156.82681703567505	84	64.15385	36.296173	200.0	35.0	64.15384615384616	36.296173748714125	5004	427490
158.56806588172913	85	63.72152	33.053825	200.0	32.0	63.721518987341774	33.053825190407146	5034	432524
160.25645804405212	86	61.414635	29.986969	200.0	35.0	61.41463414634146	29.9869692104275	5036	437560
161.97880291938782	87	62.8375	30.457119	161.0	31.0	62.8375	30.457118933838768	5027	442587
163.6588089466095	88	58.988235	28.572096	162.0	31.0	58.98823529411764	28.572094208756358	5014	447601
165.31454014778137	89	66.11688	37.102165	200.0	35.0	66.11688311688312	37.102166431643894	5091	452692
166.90318298339844	90	63.1	32.303097	179.0	35.0	63.1	32.30309582687084	5048	457740
168.69326400756836	91	58.870586	24.082596	189.0	34.0	58.870588235294115	24.08259719983028	5004	462744
170.439288854599	92	63.075	29.799234	187.0	36.0	63.075	29.79923447003295	5046	467790
172.02291297912598	93	59.583332	24.389307	200.0	35.0	59.583333333333336	24.38930695306436	5005	472795
173.72681713104248	94	58.689655	27.039484	175.0	35.0	58.689655172413794	27.039481710000686	5106	477901
175.26183795928955	95	58.91765	27.339785	200.0	36.0	58.917647058823526	27.33978431203095	5008	482909
176.94835376739502	96	58.186047	21.706022	146.0	33.0	58.18604651162791	21.7060229707595	5004	487913
178.53272199630737	97	59.809525	26.97198	186.0	35.0	59.80952380952381	26.971976722974368	5024	492937
180.34639501571655	98	57.770115	29.66119	188.0	34.0	57.770114942528735	29.661190692892315	5026	497963
182.1149709224701	99	61.414635	30.041008	200.0	33.0	61.41463414634146	30.041009052063334	5036	502999
